op,a,b,k,ok,got,want
multiply,6,7,42,0,40,42
multiply,6,8,48,0,40,48
multiply,6,9,54,0,40,54
multiply,7,1,7,1,7,7
multiply,7,2,14,1,14,14
multiply,7,3,21,1,21,21
multiply,7,4,28,1,28,28
multiply,7,5,35,1,35,35
multiply,7,6,42,0,40,42
multiply,7,7,49,0,40,49
multiply,7,8,56,0,40,56
multiply,7,9,63,0,40,63
multiply,8,1,8,1,8,8
multiply,8,2,16,1,16,16
multiply,8,3,24,1,24,24
multiply,8,4,32,1,32,32
multiply,8,5,40,1,40,40
multiply,8,6,48,0,40,48
multiply,8,7,56,0,40,56
multiply,8,8,64,0,40,64
multiply,8,9,72,0,40,72
multiply,9,1,9,1,9,9
multiply,9,2,18,1,18,18
multiply,9,3,27,1,27,27
multiply,9,4,36,1,36,36
multiply,9,5,45,0,40,45
multiply,9,6,54,0,40,54
multiply,9,7,63,0,40,63
multiply,9,8,72,0,40,72
multiply,9,9,81,0,40,81
divide,1,1,1,1,1,1
divide,1,2,0,1,0,0
divide,1,3,0,1,0,0
divide,1,4,0,1,0,0
divide,1,5,0,1,0,0
divide,1,6,0,1,0,0
divide,1,7,0,1,0,0
divide,1,8,0,1,0,0
divide,1,9,0,1,0,0
divide,2,1,2,1,2,2
divide,2,2,2,1,1,1
divide,2,3,0,1,0,0
divide,2,4,0,1,0,0
divide,2,5,0,1,0,0
divide,2,6,0,1,0,0
divide,2,7,0,1,0,0
divide,2,8,0,1,0,0
divide,2,9,0,1,0,0
divide,3,1,3,1,3,3
divide,3,2,2,1,1,1
divide,3,3,3,1,1,1
divide,3,4,0,1,0,0
divide,3,5,0,1,0,0
divide,3,6,0,1,0,0
divide,3,7,0,1,0,0
divide,3,8,0,1,0,0
divide,3,9,0,1,0,0
divide,4,1,4,1,4,4
divide,4,2,4,1,2,2
divide,4,3,3,1,1,1
divide,4,4,4,1,1,1
divide,4,5,0,1,0,0
divide,4,6,0,1,0,0
divide,4,7,0,1,0,0
divide,4,8,0,1,0,0
divide,4,9,0,1,0,0
divide,5,1,5,1,5,5
divide,5,2,4,1,2,2
divide,5,3,3,1,1,1
divide,5,4,4,1,1,1
divide,5,5,5,1,1,1
divide,5,6,0,1,0,0
divide,5,7,0,1,0,0
divide,5,8,0,1,0,0
divide,5,9,0,1,0,0
divide,6,1,6,1,6,6
divide,6,2,6,1,3,3
divide,6,3,6,1,2,2
divide,6,4,4,1,1,1
divide,6,5,5,1,1,1
divide,6,6,6,1,1,1
divide,6,7,0,1,0,0
divide,6,8,0,1,0,0
divide,6,9,0,1,0,0
divide,7,1,7,1,7,7
divide,7,2,6,1,3,3
divide,7,3,6,1,2,2
divide,7,4,4,1,1,1
divide,7,5,5,1,1,1
divide,7,6,6,1,1,1
divide,7,7,7,1,1,1
divide,7,8,0,1,0,0
divide,7,9,0,1,0,0
divide,8,1,8,1,8,8
divide,8,2,8,1,4,4
divide,8,3,6,1,2,2
divide,8,4,8,1,2,2
divide,8,5,5,1,1,1
divide,8,6,6,1,1,1
divide,8,7,7,1,1,1
divide,8,8,8,1,1,1
divide,8,9,0,1,0,0
divide,9,1,9,1,9,9
divide,9,2,8,1,4,4
divide,9,3,9,1,3,3
divide,9,4,8,1,2,2
divide,9,5,5,1,1,1
divide,9,6,6,1,1,1
divide,9,7,7,1,1,1
divide,9,8,8,1,1,1
divide,9,9,9,1,1,1
add,1,1,1,1,2,2
add,1,2,2,1,3,3
add,1,3,3,1,4,4
add,1,4,4,1,5,5
add,1,5,5,1,6,6
add,1,6,6,1,7,7
add,1,7,7,1,8,8
add,1,8,8,1,9,9
add,1,9,9,1,10,10
add,2,1,1,1,3,3
add,2,2,2,1,4,4
add,2,3,3,1,5,5
add,2,4,4,1,6,6
add,2,5,5,1,7,7
add,2,6,6,1,8,8
add,2,7,7,1,9,9
add,2,8,8,1,10,10
add,2,9,9,1,11,11
add,3,1,1,1,4,4
add,3,2,2,1,5,5
add,3,3,3,1,6,6
add,3,4,4,1,7,7
add,3,5,5,1,8,8
add,3,6,6,1,9,9
add,3,7,7,1,10,10
add,3,8,8,1,11,11
add,3,9,9,1,12,12
add,4,1,1,1,5,5
add,4,2,2,1,6,6
add,4,3,3,1,7,7
add,4,4,4,1,8,8
add,4,5,5,1,9,9
add,4,6,6,1,10,10
add,4,7,7,1,11,11
add,4,8,8,1,12,12
add,4,9,9,1,13,13
add,5,1,1,1,6,6
add,5,2,2,1,7,7
add,5,3,3,1,8,8
add,5,4,4,1,9,9
add,5,5,5,1,10,10
add,5,6,6,1,11,11
add,5,7,7,1,12,12
add,5,8,8,1,13,13
add,5,9,9,1,14,14
add,6,1,1,1,7,7
add,6,2,2,1,8,8
add,6,3,3,1,9,9
add,6,4,4,1,10,10
add,6,5,5,1,11,11
add,6,6,6,1,12,12
add,6,7,7,1,13,13
add,6,8,8,1,14,14
add,6,9,9,1,15,15
add,7,1,1,1,8,8
add,7,2,2,1,9,9
add,7,3,3,1,10,10
add,7,4,4,1,11,11
add,7,5,5,1,12,12
add,7,6,6,1,13,13
add,7,7,7,1,14,14
add,7,8,8,1,15,15
add,7,9,9,1,16,16
add,8,1,1,1,9,9
add,8,2,2,1,10,10
add,8,3,3,1,11,11
add,8,4,4,1,12,12
add,8,5,5,1,13,13
add,8,6,6,1,14,14
add,8,7,7,1,15,15
add,8,8,8,1,16,16
add,8,9,9,1,17,17
add,9,1,1,1,10,10
add,9,2,2,1,11,11
add,9,3,3,1,12,12
add,9,4,4,1,13,13
add,9,5,5,1,14,14
add,9,6,6,1,15,15
add,9,7,7,1,16,16
add,9,8,8,1,17,17
add,9,9,9,1,18,18
subtract,1,1,1,1,0,0
subtract,1,2,2,1,0,0
subtract,1,3,3,1,0,0
subtract,1,4,4,1,0,0
subtract,1,5,5,1,0,0
subtract,1,6,6,1,0,0
subtract,1,7,7,1,0,0
subtract,1,8,8,1,0,0
subtract,1,9,9,1,0,0
subtract,2,1,1,1,1,1
subtract,2,2,2,1,0,0
subtract,2,3,3,1,0,0
subtract,2,4,4,1,0,0
subtract,2,5,5,1,0,0
subtract,2,6,6,1,0,0
subtract,2,7,7,1,0,0
subtract,2,8,8,1,0,0
subtract,2,9,9,1,0,0
subtract,3,1,1,1,2,2
subtract,3,2,2,1,1,1
subtract,3,3,3,1,0,0
subtract,3,4,4,1,0,0
subtract,3,5,5,1,0,0
subtract,3,6,6,1,0,0
subtract,3,7,7,1,0,0
subtract,3,8,8,1,0,0
subtract,3,9,9,1,0,0
subtract,4,1,1,1,3,3
subtract,4,2,2,1,2,2
subtract,4,3,3,1,1,1
subtract,4,4,4,1,0,0
subtract,4,5,5,1,0,0
subtract,4,6,6,1,0,0
subtract,4,7,7,1,0,0
subtract,4,8,8,1,0,0
subtract,4,9,9,1,0,0
subtract,5,1,1,1,4,4
subtract,5,2,2,1,3,3
subtract,5,3,3,1,2,2
subtract,5,4,4,1,1,1
subtract,5,5,5,1,0,0
subtract,5,6,6,1,0,0
subtract,5,7,7,1,0,0
subtract,5,8,8,1,0,0
subtract,5,9,9,1,0,0
subtract,6,1,1,1,5,5
subtract,6,2,2,1,4,4
subtract,6,3,3,1,3,3
subtract,6,4,4,1,2,2
subtract,6,5,5,1,1,1
subtract,6,6,6,1,0,0
subtract,6,7,7,1,0,0
subtract,6,8,8,1,0,0
subtract,6,9,9,1,0,0
subtract,7,1,1,1,6,6
subtract,7,2,2,1,5,5
subtract,7,3,3,1,4,4
subtract,7,4,4,1,3,3
subtract,7,5,5,1,2,2
subtract,7,6,6,1,1,1
subtract,7,7,7,1,0,0
subtract,7,8,8,1,0,0
subtract,7,9,9,1,0,0
subtract,8,1,1,1,7,7
subtract,8,2,2,1,6,6
subtract,8,3,3,1,5,5
subtract,8,4,4,1,4,4
subtract,8,5,5,1,3,3
subtract,8,6,6,1,2,2
subtract,8,7,7,1,1,1
subtract,8,8,8,1,0,0
subtract,8,9,9,1,0,0
subtract,9,1,1,1,8,8
subtract,9,2,2,1,7,7
subtract,9,3,3,1,6,6
subtract,9,4,4,1,5,5
subtract,9,5,5,1,4,4
subtract,9,6,6,1,3,3
subtract,9,7,7,1,2,2
subtract,9,8,8,1,1,1
subtract,9,9,9,1,0,0
multiply,1,1,1,1,1,1
multiply,1,2,2,1,2,2
multiply,1,3,3,1,3,3
multiply,1,4,4,1,4,4
multiply,1,5,5,1,5,5
multiply,1,6,6,1,6,6
multiply,1,7,7,1,7,7
multiply,1,8,8,1,8,8
multiply,1,9,9,1,9,9
multiply,2,1,2,1,2,2
multiply,2,2,4,1,4,4
multiply,2,3,6,1,6,6
multiply,2,4,8,1,8,8
multiply,2,5,10,1,10,10
multiply,2,6,12,1,12,12
multiply,2,7,14,1,14,14
multiply,2,8,16,1,16,16
multiply,2,9,18,1,18,18
multiply,3,1,3,1,3,3
multiply,3,2,6,1,6,6
multiply,3,3,9,1,9,9
multiply,3,4,12,1,12,12
multiply,3,5,15,1,15,15
multiply,3,6,18,1,18,18
multiply,3,7,21,1,21,21
multiply,3,8,24,1,24,24
multiply,3,9,27,1,27,27
multiply,4,1,4,1,4,4
multiply,4,2,8,1,8,8
multiply,4,3,12,1,12,12
multiply,4,4,16,1,16,16
multiply,4,5,20,1,20,20
multiply,4,6,24,1,24,24
multiply,4,7,28,1,28,28
multiply,4,8,32,1,32,32
multiply,4,9,36,1,36,36
multiply,5,1,5,1,5,5
multiply,5,2,10,1,10,10
multiply,5,3,15,1,15,15
multiply,5,4,20,1,20,20
multiply,5,5,25,1,25,25
multiply,5,6,30,1,30,30
multiply,5,7,35,1,35,35
multiply,5,8,40,1,40,40
multiply,5,9,45,0,40,45
multiply,6,1,6,1,6,6
multiply,6,2,12,1,12,12
multiply,6,3,18,1,18,18
multiply,6,4,24,1,24,24
multiply,6,5,30,1,30,30
multiply,6,6,36,1,36,36
multiply,6,7,42,0,40,42
multiply,6,8,48,0,40,48
multiply,6,9,54,0,40,54
multiply,7,1,7,1,7,7
multiply,7,2,14,1,14,14
multiply,7,3,21,1,21,21
multiply,7,4,28,1,28,28
multiply,7,5,35,1,35,35
multiply,7,6,42,0,40,42
multiply,7,7,49,0,40,49
multiply,7,8,56,0,40,56
multiply,7,9,63,0,40,63
multiply,8,1,8,1,8,8
multiply,8,2,16,1,16,16
multiply,8,3,24,1,24,24
multiply,8,4,32,1,32,32
multiply,8,5,40,1,40,40
multiply,8,6,48,0,40,48
multiply,8,7,56,0,40,56
multiply,8,8,64,0,40,64
multiply,8,9,72,0,40,72
multiply,9,1,9,1,9,9
multiply,9,2,18,1,18,18
multiply,9,3,27,1,27,27
multiply,9,4,36,1,36,36
multiply,9,5,45,0,40,45
multiply,9,6,54,0,40,54
multiply,9,7,63,0,40,63
multiply,9,8,72,0,40,72
multiply,9,9,81,0,40,81
divide,1,1,1,1,1,1
divide,1,2,0,1,0,0
divide,1,3,0,1,0,0
divide,1,4,0,1,0,0
divide,1,5,0,1,0,0
divide,1,6,0,1,0,0
divide,1,7,0,1,0,0
divide,1,8,0,1,0,0
divide,1,9,0,1,0,0
divide,2,1,2,1,2,2
divide,2,2,2,1,1,1
divide,2,3,0,1,0,0
divide,2,4,0,1,0,0
divide,2,5,0,1,0,0
divide,2,6,0,1,0,0
divide,2,7,0,1,0,0
divide,2,8,0,1,0,0
divide,2,9,0,1,0,0
divide,3,1,3,1,3,3
divide,3,2,2,1,1,1
divide,3,3,3,1,1,1
divide,3,4,0,1,0,0
divide,3,5,0,1,0,0
divide,3,6,0,1,0,0
divide,3,7,0,1,0,0
divide,3,8,0,1,0,0
divide,3,9,0,1,0,0
divide,4,1,4,1,4,4
divide,4,2,4,1,2,2
divide,4,3,3,1,1,1
divide,4,4,4,1,1,1
divide,4,5,0,1,0,0
divide,4,6,0,1,0,0
divide,4,7,0,1,0,0
divide,4,8,0,1,0,0
divide,4,9,0,1,0,0
divide,5,1,5,1,5,5
divide,5,2,4,1,2,2
divide,5,3,3,1,1,1
divide,5,4,4,1,1,1
divide,5,5,5,1,1,1
divide,5,6,0,1,0,0
divide,5,7,0,1,0,0
divide,5,8,0,1,0,0
divide,5,9,0,1,0,0
divide,6,1,6,1,6,6
divide,6,2,6,1,3,3
divide,6,3,6,1,2,2
divide,6,4,4,1,1,1
divide,6,5,5,1,1,1
divide,6,6,6,1,1,1
divide,6,7,0,1,0,0
divide,6,8,0,1,0,0
divide,6,9,0,1,0,0
divide,7,1,7,1,7,7
divide,7,2,6,1,3,3
divide,7,3,6,1,2,2
divide,7,4,4,1,1,1
divide,7,5,5,1,1,1
divide,7,6,6,1,1,1
divide,7,7,7,1,1,1
divide,7,8,0,1,0,0
divide,7,9,0,1,0,0
divide,8,1,8,1,8,8
divide,8,2,8,1,4,4
divide,8,3,6,1,2,2
divide,8,4,8,1,2,2
divide,8,5,5,1,1,1
divide,8,6,6,1,1,1
divide,8,7,7,1,1,1
divide,8,8,8,1,1,1
divide,8,9,0,1,0,0
divide,9,1,9,1,9,9
divide,9,2,8,1,4,4
divide,9,3,9,1,3,3
divide,9,4,8,1,2,2
divide,9,5,5,1,1,1
divide,9,6,6,1,1,1
divide,9,7,7,1,1,1
divide,9,8,8,1,1,1
divide,9,9,9,1,1,1
add,1,1,1,0,0,2
add,1,2,2,0,1,3
add,1,3,3,0,0,4
add,1,4,4,0,1,5
add,1,5,5,0,0,6
add,1,6,6,0,1,7
add,1,7,7,0,0,8
add,1,8,8,0,1,9
add,1,9,9,0,0,10
add,2,1,1,1,3,3
add,2,2,2,1,4,4
add,2,3,3,1,5,5
add,2,4,4,1,6,6
add,2,5,5,1,7,7
add,2,6,6,1,8,8
add,2,7,7,1,9,9
add,2,8,8,1,10,10
add,2,9,9,1,11,11
add,3,1,1,1,4,4
add,3,2,2,1,5,5
add,3,3,3,1,6,6
add,3,4,4,1,7,7
add,3,5,5,1,8,8
add,3,6,6,1,9,9
add,3,7,7,1,10,10
add,3,8,8,1,11,11
add,3,9,9,1,12,12
add,4,1,1,1,5,5
add,4,2,2,1,6,6
add,4,3,3,1,7,7
add,4,4,4,1,8,8
add,4,5,5,1,9,9
add,4,6,6,1,10,10
add,4,7,7,1,11,11
add,4,8,8,1,12,12
add,4,9,9,1,13,13
add,5,1,1,1,6,6
add,5,2,2,1,7,7
add,5,3,3,1,8,8
add,5,4,4,1,9,9
add,5,5,5,1,10,10
add,5,6,6,1,11,11
add,5,7,7,1,12,12
add,5,8,8,1,13,13
add,5,9,9,1,14,14
add,6,1,1,1,7,7
add,6,2,2,1,8,8
add,6,3,3,1,9,9
add,6,4,4,1,10,10
add,6,5,5,1,11,11
add,6,6,6,1,12,12
add,6,7,7,1,13,13
add,6,8,8,1,14,14
add,6,9,9,1,15,15
add,7,1,1,1,8,8
add,7,2,2,1,9,9
add,7,3,3,1,10,10
add,7,4,4,1,11,11
add,7,5,5,1,12,12
add,7,6,6,1,13,13
add,7,7,7,1,14,14
add,7,8,8,1,15,15
add,7,9,9,1,16,16
add,8,1,1,1,9,9
add,8,2,2,1,10,10
add,8,3,3,1,11,11
add,8,4,4,1,12,12
add,8,5,5,1,13,13
add,8,6,6,1,14,14
add,8,7,7,1,15,15
add,8,8,8,1,16,16
add,8,9,9,1,17,17
add,9,1,1,1,10,10
add,9,2,2,1,11,11
add,9,3,3,1,12,12
add,9,4,4,1,13,13
add,9,5,5,1,14,14
add,9,6,6,1,15,15
add,9,7,7,1,16,16
add,9,8,8,1,17,17
add,9,9,9,1,18,18
subtract,1,1,1,1,0,0
subtract,1,2,2,1,0,0
subtract,1,3,3,1,0,0
subtract,1,4,4,1,0,0
subtract,1,5,5,1,0,0
subtract,1,6,6,1,0,0
subtract,1,7,7,1,0,0
subtract,1,8,8,1,0,0
subtract,1,9,9,1,0,0
subtract,2,1,1,1,1,1
subtract,2,2,2,1,0,0
subtract,2,3,3,1,0,0
subtract,2,4,4,1,0,0
subtract,2,5,5,1,0,0
subtract,2,6,6,1,0,0
subtract,2,7,7,1,0,0
subtract,2,8,8,1,0,0
subtract,2,9,9,1,0,0
subtract,3,1,1,1,2,2
subtract,3,2,2,1,1,1
subtract,3,3,3,1,0,0
subtract,3,4,4,1,0,0
subtract,3,5,5,1,0,0
subtract,3,6,6,1,0,0
subtract,3,7,7,1,0,0
subtract,3,8,8,1,0,0
subtract,3,9,9,1,0,0
subtract,4,1,1,1,3,3
subtract,4,2,2,1,2,2
subtract,4,3,3,1,1,1
subtract,4,4,4,1,0,0
subtract,4,5,5,1,0,0
subtract,4,6,6,1,0,0
subtract,4,7,7,1,0,0
subtract,4,8,8,1,0,0
subtract,4,9,9,1,0,0
subtract,5,1,1,1,4,4
subtract,5,2,2,1,3,3
subtract,5,3,3,1,2,2
subtract,5,4,4,1,1,1
subtract,5,5,5,1,0,0
subtract,5,6,6,1,0,0
subtract,5,7,7,1,0,0
subtract,5,8,8,1,0,0
subtract,5,9,9,1,0,0
subtract,6,1,1,1,5,5
subtract,6,2,2,1,4,4
subtract,6,3,3,1,3,3
subtract,6,4,4,1,2,2
subtract,6,5,5,1,1,1
subtract,6,6,6,1,0,0
subtract,6,7,7,1,0,0
subtract,6,8,8,1,0,0
subtract,6,9,9,1,0,0
subtract,7,1,1,1,6,6
subtract,7,2,2,1,5,5
subtract,7,3,3,1,4,4
subtract,7,4,4,1,3,3
subtract,7,5,5,1,2,2
subtract,7,6,6,1,1,1
subtract,7,7,7,1,0,0
subtract,7,8,8,1,0,0
subtract,7,9,9,1,0,0
subtract,8,1,1,1,7,7
subtract,8,2,2,1,6,6
subtract,8,3,3,1,5,5
subtract,8,4,4,1,4,4
subtract,8,5,5,1,3,3
subtract,8,6,6,1,2,2
subtract,8,7,7,1,1,1
subtract,8,8,8,1,0,0
subtract,8,9,9,1,0,0
subtract,9,1,1,1,8,8
subtract,9,2,2,1,7,7
subtract,9,3,3,1,6,6
subtract,9,4,4,1,5,5
subtract,9,5,5,1,4,4
subtract,9,6,6,1,3,3
subtract,9,7,7,1,2,2
subtract,9,8,8,1,1,1
subtract,9,9,9,1,0,0
multiply,1,1,1,1,1,1
multiply,1,2,2,0,0,2
multiply,1,3,3,0,1,3
multiply,1,4,4,0,0,4
multiply,1,5,5,0,1,5
multiply,1,6,6,0,0,6
multiply,1,7,7,0,1,7
multiply,1,8,8,0,0,8
multiply,1,9,9,0,1,9
multiply,2,1,2,0,0,2
multiply,2,2,4,0,0,4
multiply,2,3,6,0,0,6
multiply,2,4,8,0,0,8
multiply,2,5,10,0,0,10
multiply,2,6,12,0,0,12
multiply,2,7,14,0,0,14
multiply,2,8,16,0,0,16
multiply,2,9,18,0,0,18
multiply,3,1,3,0,1,3
multiply,3,2,6,0,0,6
multiply,3,3,9,0,1,9
multiply,3,4,12,0,0,12
multiply,3,5,15,0,1,15
multiply,3,6,18,0,0,18
multiply,3,7,21,0,1,21
multiply,3,8,24,0,0,24
multiply,3,9,27,0,1,27
multiply,4,1,4,0,0,4
multiply,4,2,8,0,0,8
multiply,4,3,12,0,0,12
multiply,4,4,16,0,0,16
multiply,4,5,20,0,0,20
multiply,4,6,24,0,0,24
multiply,4,7,28,0,0,28
multiply,4,8,32,0,0,32
multiply,4,9,36,0,0,36
multiply,5,1,5,0,1,5
multiply,5,2,10,0,0,10
multiply,5,3,15,0,1,15
multiply,5,4,20,0,0,20
multiply,5,5,25,0,1,25
multiply,5,6,30,0,0,30
multiply,5,7,35,0,1,35
multiply,5,8,40,0,0,40
multiply,5,9,45,0,1,45
multiply,6,1,6,0,0,6
multiply,6,2,12,0,0,12
multiply,6,3,18,0,0,18
multiply,6,4,24,0,0,24
multiply,6,5,30,0,0,30
multiply,6,6,36,0,0,36
multiply,6,7,42,0,0,42
multiply,6,8,48,0,0,48
multiply,6,9,54,0,0,54
multiply,7,1,7,0,1,7
multiply,7,2,14,0,0,14
multiply,7,3,21,0,1,21
multiply,7,4,28,0,0,28
multiply,7,5,35,0,1,35
multiply,7,6,42,0,0,42
multiply,7,7,49,0,1,49
multiply,7,8,56,0,0,56
multiply,7,9,63,0,1,63
multiply,8,1,8,0,0,8
multiply,8,2,16,0,0,16
multiply,8,3,24,0,0,24
multiply,8,4,32,0,0,32
multiply,8,5,40,0,0,40
multiply,8,6,48,0,0,48
multiply,8,7,56,0,0,56
multiply,8,8,64,0,0,64
multiply,8,9,72,0,0,72
multiply,9,1,9,0,1,9
multiply,9,2,18,0,0,18
multiply,9,3,27,0,1,27
multiply,9,4,36,0,0,36
multiply,9,5,45,0,1,45
multiply,9,6,54,0,0,54
multiply,9,7,63,0,1,63
multiply,9,8,72,0,0,72
multiply,9,9,81,0,1,81
divide,1,1,1,1,1,1
divide,1,2,0,1,0,0
divide,1,3,0,1,0,0
divide,1,4,0,1,0,0
divide,1,5,0,1,0,0
divide,1,6,0,1,0,0
divide,1,7,0,1,0,0
divide,1,8,0,1,0,0
divide,1,9,0,1,0,0
divide,2,1,2,1,2,2
divide,2,2,2,1,1,1
divide,2,3,0,1,0,0
divide,2,4,0,1,0,0
divide,2,5,0,1,0,0
divide,2,6,0,1,0,0
divide,2,7,0,1,0,0
divide,2,8,0,1,0,0
divide,2,9,0,1,0,0
divide,3,1,3,1,3,3
divide,3,2,2,1,1,1
divide,3,3,3,1,1,1
divide,3,4,0,1,0,0
divide,3,5,0,1,0,0
divide,3,6,0,1,0,0
divide,3,7,0,1,0,0
divide,3,8,0,1,0,0
divide,3,9,0,1,0,0
divide,4,1,4,1,4,4
divide,4,2,4,1,2,2
divide,4,3,3,1,1,1
divide,4,4,4,1,1,1
divide,4,5,0,1,0,0
divide,4,6,0,1,0,0
divide,4,7,0,1,0,0
divide,4,8,0,1,0,0
divide,4,9,0,1,0,0
divide,5,1,5,1,5,5
divide,5,2,4,1,2,2
divide,5,3,3,1,1,1
divide,5,4,4,1,1,1
divide,5,5,5,1,1,1
divide,5,6,0,1,0,0
divide,5,7,0,1,0,0
divide,5,8,0,1,0,0
divide,5,9,0,1,0,0
divide,6,1,6,1,6,6
divide,6,2,6,1,3,3
divide,6,3,6,1,2,2
divide,6,4,4,1,1,1
divide,6,5,5,1,1,1
divide,6,6,6,1,1,1
divide,6,7,0,1,0,0
divide,6,8,0,1,0,0
divide,6,9,0,1,0,0
divide,7,1,7,1,7,7
divide,7,2,6,1,3,3
divide,7,3,6,1,2,2
divide,7,4,4,1,1,1
divide,7,5,5,1,1,1
divide,7,6,6,1,1,1
divide,7,7,7,1,1,1
divide,7,8,0,1,0,0
divide,7,9,0,1,0,0
divide,8,1,8,1,8,8
divide,8,2,8,1,4,4
divide,8,3,6,1,2,2
divide,8,4,8,1,2,2
divide,8,5,5,1,1,1
divide,8,6,6,1,1,1
divide,8,7,7,1,1,1
divide,8,8,8,1,1,1
divide,8,9,0,1,0,0
divide,9,1,9,1,9,9
divide,9,2,8,1,4,4
divide,9,3,9,1,3,3
divide,9,4,8,1,2,2
divide,9,5,5,1,1,1
divide,9,6,6,1,1,1
divide,9,7,7,1,1,1
divide,9,8,8,1,1,1
divide,9,9,9,1,1,1
add,1,1,1,1,2,2
add,1,2,2,1,3,3
add,1,3,3,1,4,4
add,1,4,4,1,5,5
add,1,5,5,1,6,6
add,1,6,6,1,7,7
add,1,7,7,1,8,8
add,1,8,8,1,9,9
add,1,9,9,1,10,10
add,2,1,1,1,3,3
add,2,2,2,1,4,4
add,2,3,3,1,5,5
add,2,4,4,1,6,6
add,2,5,5,1,7,7
add,2,6,6,1,8,8
add,2,7,7,1,9,9
add,2,8,8,1,10,10
add,2,9,9,1,11,11
add,3,1,1,1,4,4
add,3,2,2,1,5,5
add,3,3,3,1,6,6
add,3,4,4,1,7,7
add,3,5,5,1,8,8
add,3,6,6,1,9,9
add,3,7,7,1,10,10
add,3,8,8,1,11,11
add,3,9,9,1,12,12
add,4,1,1,1,5,5
add,4,2,2,1,6,6
add,4,3,3,1,7,7
add,4,4,4,1,8,8
add,4,5,5,1,9,9
add,4,6,6,1,10,10
add,4,7,7,1,11,11
add,4,8,8,1,12,12
add,4,9,9,1,13,13
add,5,1,1,1,6,6
add,5,2,2,1,7,7
add,5,3,3,1,8,8
add,5,4,4,1,9,9
add,5,5,5,1,10,10
add,5,6,6,1,11,11
add,5,7,7,1,12,12
add,5,8,8,1,13,13
add,5,9,9,1,14,14
add,6,1,1,1,7,7
add,6,2,2,1,8,8
add,6,3,3,1,9,9
add,6,4,4,1,10,10
add,6,5,5,1,11,11
add,6,6,6,1,12,12
add,6,7,7,1,13,13
add,6,8,8,1,14,14
add,6,9,9,1,15,15
add,7,1,1,1,8,8
add,7,2,2,1,9,9
add,7,3,3,1,10,10
add,7,4,4,1,11,11
add,7,5,5,1,12,12
add,7,6,6,1,13,13
add,7,7,7,1,14,14
add,7,8,8,1,15,15
add,7,9,9,1,16,16
add,8,1,1,1,9,9
add,8,2,2,1,10,10
add,8,3,3,1,11,11
add,8,4,4,1,12,12
add,8,5,5,1,13,13
add,8,6,6,1,14,14
add,8,7,7,1,15,15
add,8,8,8,1,16,16
add,8,9,9,1,17,17
add,9,1,1,1,10,10
add,9,2,2,1,11,11
add,9,3,3,1,12,12
add,9,4,4,1,13,13
add,9,5,5,1,14,14
add,9,6,6,1,15,15
add,9,7,7,1,16,16
add,9,8,8,1,17,17
add,9,9,9,1,18,18
subtract,1,1,1,1,0,0
subtract,1,2,2,1,0,0
subtract,1,3,3,1,0,0
subtract,1,4,4,1,0,0
subtract,1,5,5,1,0,0
subtract,1,6,6,1,0,0
subtract,1,7,7,1,0,0
subtract,1,8,8,1,0,0
subtract,1,9,9,1,0,0
subtract,2,1,1,1,1,1
subtract,2,2,2,1,0,0
subtract,2,3,3,1,0,0
subtract,2,4,4,1,0,0
subtract,2,5,5,1,0,0
subtract,2,6,6,1,0,0
subtract,2,7,7,1,0,0
subtract,2,8,8,1,0,0
subtract,2,9,9,1,0,0
subtract,3,1,1,1,2,2
subtract,3,2,2,1,1,1
subtract,3,3,3,1,0,0
subtract,3,4,4,1,0,0
subtract,3,5,5,1,0,0
subtract,3,6,6,1,0,0
subtract,3,7,7,1,0,0
subtract,3,8,8,1,0,0
subtract,3,9,9,1,0,0
subtract,4,1,1,1,3,3
subtract,4,2,2,1,2,2
subtract,4,3,3,1,1,1
subtract,4,4,4,1,0,0
subtract,4,5,5,1,0,0
subtract,4,6,6,1,0,0
subtract,4,7,7,1,0,0
subtract,4,8,8,1,0,0
subtract,4,9,9,1,0,0
subtract,5,1,1,1,4,4
subtract,5,2,2,1,3,3
subtract,5,3,3,1,2,2
subtract,5,4,4,1,1,1
subtract,5,5,5,1,0,0
subtract,5,6,6,1,0,0
subtract,5,7,7,1,0,0
subtract,5,8,8,1,0,0
subtract,5,9,9,1,0,0
subtract,6,1,1,1,5,5
subtract,6,2,2,1,4,4
subtract,6,3,3,1,3,3
subtract,6,4,4,1,2,2
subtract,6,5,5,1,1,1
subtract,6,6,6,1,0,0
subtract,6,7,7,1,0,0
subtract,6,8,8,1,0,0
subtract,6,9,9,1,0,0
subtract,7,1,1,1,6,6
subtract,7,2,2,1,5,5
subtract,7,3,3,1,4,4
subtract,7,4,4,1,3,3
subtract,7,5,5,1,2,2
subtract,7,6,6,1,1,1
subtract,7,7,7,1,0,0
subtract,7,8,8,1,0,0
subtract,7,9,9,1,0,0
subtract,8,1,1,1,7,7
subtract,8,2,2,1,6,6
subtract,8,3,3,1,5,5
subtract,8,4,4,1,4,4
subtract,8,5,5,1,3,3
subtract,8,6,6,1,2,2
subtract,8,7,7,1,1,1
subtract,8,8,8,1,0,0
subtract,8,9,9,1,0,0
subtract,9,1,1,1,8,8
subtract,9,2,2,1,7,7
subtract,9,3,3,1,6,6
subtract,9,4,4,1,5,5
subtract,9,5,5,1,4,4
subtract,9,6,6,1,3,3
subtract,9,7,7,1,2,2
