seed,op,a,b,k,ok,got,want
75,subtract,1,2,2,1,0,0
75,subtract,1,3,3,1,0,0
75,subtract,1,4,4,1,0,0
75,subtract,1,5,5,1,0,0
75,subtract,1,6,6,1,0,0
75,subtract,1,7,7,1,0,0
75,subtract,1,8,8,1,0,0
75,subtract,1,9,9,1,0,0
75,subtract,2,1,1,1,1,1
75,subtract,2,2,2,1,0,0
75,subtract,2,3,3,1,0,0
75,subtract,2,4,4,1,0,0
75,subtract,2,5,5,1,0,0
75,subtract,2,6,6,1,0,0
75,subtract,2,7,7,1,0,0
75,subtract,2,8,8,1,0,0
75,subtract,2,9,9,1,0,0
75,subtract,3,1,1,1,2,2
75,subtract,3,2,2,1,1,1
75,subtract,3,3,3,1,0,0
75,subtract,3,4,4,1,0,0
75,subtract,3,5,5,1,0,0
75,subtract,3,6,6,1,0,0
75,subtract,3,7,7,1,0,0
75,subtract,3,8,8,1,0,0
75,subtract,3,9,9,1,0,0
75,subtract,4,1,1,1,3,3
75,subtract,4,2,2,1,2,2
75,subtract,4,3,3,1,1,1
75,subtract,4,4,4,1,0,0
75,subtract,4,5,5,1,0,0
75,subtract,4,6,6,1,0,0
75,subtract,4,7,7,1,0,0
75,subtract,4,8,8,1,0,0
75,subtract,4,9,9,1,0,0
75,subtract,5,1,1,1,4,4
75,subtract,5,2,2,1,3,3
75,subtract,5,3,3,1,2,2
75,subtract,5,4,4,1,1,1
75,subtract,5,5,5,1,0,0
75,subtract,5,6,6,1,0,0
75,subtract,5,7,7,1,0,0
75,subtract,5,8,8,1,0,0
75,subtract,5,9,9,1,0,0
75,subtract,6,1,1,1,5,5
75,subtract,6,2,2,1,4,4
75,subtract,6,3,3,1,3,3
75,subtract,6,4,4,1,2,2
75,subtract,6,5,5,1,1,1
75,subtract,6,6,6,1,0,0
75,subtract,6,7,7,1,0,0
75,subtract,6,8,8,1,0,0
75,subtract,6,9,9,1,0,0
75,subtract,7,1,1,1,6,6
75,subtract,7,2,2,1,5,5
75,subtract,7,3,3,1,4,4
75,subtract,7,4,4,1,3,3
75,subtract,7,5,5,1,2,2
75,subtract,7,6,6,1,1,1
75,subtract,7,7,7,1,0,0
75,subtract,7,8,8,1,0,0
75,subtract,7,9,9,1,0,0
75,subtract,8,1,1,1,7,7
75,subtract,8,2,2,1,6,6
75,subtract,8,3,3,1,5,5
75,subtract,8,4,4,1,4,4
75,subtract,8,5,5,1,3,3
75,subtract,8,6,6,1,2,2
75,subtract,8,7,7,1,1,1
75,subtract,8,8,8,1,0,0
75,subtract,8,9,9,1,0,0
75,subtract,9,1,1,1,8,8
75,subtract,9,2,2,1,7,7
75,subtract,9,3,3,1,6,6
75,subtract,9,4,4,1,5,5
75,subtract,9,5,5,1,4,4
75,subtract,9,6,6,1,3,3
75,subtract,9,7,7,1,2,2
75,subtract,9,8,8,1,1,1
75,subtract,9,9,9,1,0,0
75,multiply,1,1,1,1,1,1
75,multiply,1,2,2,1,2,2
75,multiply,1,3,3,1,3,3
75,multiply,1,4,4,1,4,4
75,multiply,1,5,5,1,5,5
75,multiply,1,6,6,1,6,6
75,multiply,1,7,7,1,7,7
75,multiply,1,8,8,1,8,8
75,multiply,1,9,9,1,9,9
75,multiply,2,1,2,1,2,2
75,multiply,2,2,4,1,4,4
75,multiply,2,3,6,1,6,6
75,multiply,2,4,8,1,8,8
75,multiply,2,5,10,1,10,10
75,multiply,2,6,12,1,12,12
75,multiply,2,7,14,1,14,14
75,multiply,2,8,16,1,16,16
75,multiply,2,9,18,1,18,18
75,multiply,3,1,3,1,3,3
75,multiply,3,2,6,1,6,6
75,multiply,3,3,9,1,9,9
75,multiply,3,4,12,1,12,12
75,multiply,3,5,15,1,15,15
75,multiply,3,6,18,1,18,18
75,multiply,3,7,21,1,21,21
75,multiply,3,8,24,1,24,24
75,multiply,3,9,27,1,27,27
75,multiply,4,1,4,1,4,4
75,multiply,4,2,8,1,8,8
75,multiply,4,3,12,1,12,12
75,multiply,4,4,16,1,16,16
75,multiply,4,5,20,1,20,20
75,multiply,4,6,24,1,24,24
75,multiply,4,7,28,1,28,28
75,multiply,4,8,32,1,32,32
75,multiply,4,9,36,1,36,36
75,multiply,5,1,5,1,5,5
75,multiply,5,2,10,1,10,10
75,multiply,5,3,15,1,15,15
75,multiply,5,4,20,1,20,20
75,multiply,5,5,25,1,25,25
75,multiply,5,6,30,1,30,30
75,multiply,5,7,35,1,35,35
75,multiply,5,8,40,1,40,40
75,multiply,5,9,45,1,45,45
75,multiply,6,1,6,1,6,6
75,multiply,6,2,12,1,12,12
75,multiply,6,3,18,1,18,18
75,multiply,6,4,24,1,24,24
75,multiply,6,5,30,1,30,30
75,multiply,6,6,36,1,36,36
75,multiply,6,7,42,1,42,42
75,multiply,6,8,48,1,48,48
75,multiply,6,9,54,1,54,54
75,multiply,7,1,7,1,7,7
75,multiply,7,2,14,1,14,14
75,multiply,7,3,21,1,21,21
75,multiply,7,4,28,1,28,28
75,multiply,7,5,35,1,35,35
75,multiply,7,6,42,1,42,42
75,multiply,7,7,49,1,49,49
75,multiply,7,8,56,1,56,56
75,multiply,7,9,63,1,63,63
75,multiply,8,1,8,1,8,8
75,multiply,8,2,16,1,16,16
75,multiply,8,3,24,1,24,24
75,multiply,8,4,32,1,32,32
75,multiply,8,5,40,1,40,40
75,multiply,8,6,48,1,48,48
75,multiply,8,7,56,1,56,56
75,multiply,8,8,64,1,64,64
75,multiply,8,9,72,1,72,72
75,multiply,9,1,9,1,9,9
75,multiply,9,2,18,1,18,18
75,multiply,9,3,27,1,27,27
75,multiply,9,4,36,1,36,36
75,multiply,9,5,45,1,45,45
75,multiply,9,6,54,1,54,54
75,multiply,9,7,63,1,63,63
75,multiply,9,8,72,1,72,72
75,multiply,9,9,81,1,81,81
75,divide,1,1,1,1,1,1
75,divide,1,2,0,1,0,0
75,divide,1,3,0,1,0,0
75,divide,1,4,0,1,0,0
75,divide,1,5,0,1,0,0
75,divide,1,6,0,1,0,0
75,divide,1,7,0,1,0,0
75,divide,1,8,0,1,0,0
75,divide,1,9,0,1,0,0
75,divide,2,1,2,1,2,2
75,divide,2,2,2,1,1,1
75,divide,2,3,0,1,0,0
75,divide,2,4,0,1,0,0
75,divide,2,5,0,1,0,0
75,divide,2,6,0,1,0,0
75,divide,2,7,0,1,0,0
75,divide,2,8,0,1,0,0
75,divide,2,9,0,1,0,0
75,divide,3,1,3,1,3,3
75,divide,3,2,2,1,1,1
75,divide,3,3,3,1,1,1
75,divide,3,4,0,1,0,0
75,divide,3,5,0,1,0,0
75,divide,3,6,0,1,0,0
75,divide,3,7,0,1,0,0
75,divide,3,8,0,1,0,0
75,divide,3,9,0,1,0,0
75,divide,4,1,4,1,4,4
75,divide,4,2,4,1,2,2
75,divide,4,3,3,1,1,1
75,divide,4,4,4,1,1,1
75,divide,4,5,0,1,0,0
75,divide,4,6,0,1,0,0
75,divide,4,7,0,1,0,0
75,divide,4,8,0,1,0,0
75,divide,4,9,0,1,0,0
75,divide,5,1,5,1,5,5
75,divide,5,2,4,1,2,2
75,divide,5,3,3,1,1,1
75,divide,5,4,4,1,1,1
75,divide,5,5,5,1,1,1
75,divide,5,6,0,1,0,0
75,divide,5,7,0,1,0,0
75,divide,5,8,0,1,0,0
75,divide,5,9,0,1,0,0
75,divide,6,1,6,1,6,6
75,divide,6,2,6,1,3,3
75,divide,6,3,6,1,2,2
75,divide,6,4,4,1,1,1
75,divide,6,5,5,1,1,1
75,divide,6,6,6,1,1,1
75,divide,6,7,0,1,0,0
75,divide,6,8,0,1,0,0
75,divide,6,9,0,1,0,0
75,divide,7,1,7,1,7,7
75,divide,7,2,6,1,3,3
75,divide,7,3,6,1,2,2
75,divide,7,4,4,1,1,1
75,divide,7,5,5,1,1,1
75,divide,7,6,6,1,1,1
75,divide,7,7,7,1,1,1
75,divide,7,8,0,1,0,0
75,divide,7,9,0,1,0,0
75,divide,8,1,8,1,8,8
75,divide,8,2,8,1,4,4
75,divide,8,3,6,1,2,2
75,divide,8,4,8,1,2,2
75,divide,8,5,5,1,1,1
75,divide,8,6,6,1,1,1
75,divide,8,7,7,1,1,1
75,divide,8,8,8,1,1,1
75,divide,8,9,0,1,0,0
75,divide,9,1,9,1,9,9
75,divide,9,2,8,1,4,4
75,divide,9,3,9,1,3,3
75,divide,9,4,8,1,2,2
75,divide,9,5,5,1,1,1
75,divide,9,6,6,1,1,1
75,divide,9,7,7,1,1,1
75,divide,9,8,8,1,1,1
75,divide,9,9,9,1,1,1
80,add,1,1,1,1,2,2
80,add,1,2,2,1,3,3
80,add,1,3,3,1,4,4
80,add,1,4,4,1,5,5
80,add,1,5,5,1,6,6
80,add,1,6,6,1,7,7
80,add,1,7,7,1,8,8
80,add,1,8,8,1,9,9
80,add,1,9,9,1,10,10
80,add,2,1,1,1,3,3
80,add,2,2,2,1,4,4
80,add,2,3,3,1,5,5
80,add,2,4,4,1,6,6
80,add,2,5,5,1,7,7
80,add,2,6,6,1,8,8
80,add,2,7,7,1,9,9
80,add,2,8,8,1,10,10
80,add,2,9,9,1,11,11
80,add,3,1,1,1,4,4
80,add,3,2,2,1,5,5
80,add,3,3,3,1,6,6
80,add,3,4,4,1,7,7
80,add,3,5,5,1,8,8
80,add,3,6,6,1,9,9
80,add,3,7,7,1,10,10
80,add,3,8,8,1,11,11
80,add,3,9,9,1,12,12
80,add,4,1,1,1,5,5
80,add,4,2,2,1,6,6
80,add,4,3,3,1,7,7
80,add,4,4,4,1,8,8
80,add,4,5,5,1,9,9
80,add,4,6,6,1,10,10
80,add,4,7,7,1,11,11
80,add,4,8,8,1,12,12
80,add,4,9,9,1,13,13
80,add,5,1,1,1,6,6
80,add,5,2,2,1,7,7
80,add,5,3,3,1,8,8
80,add,5,4,4,1,9,9
80,add,5,5,5,1,10,10
80,add,5,6,6,1,11,11
80,add,5,7,7,1,12,12
80,add,5,8,8,1,13,13
80,add,5,9,9,1,14,14
80,add,6,1,1,1,7,7
80,add,6,2,2,1,8,8
80,add,6,3,3,1,9,9
80,add,6,4,4,1,10,10
80,add,6,5,5,1,11,11
80,add,6,6,6,1,12,12
80,add,6,7,7,1,13,13
80,add,6,8,8,1,14,14
80,add,6,9,9,1,15,15
80,add,7,1,1,1,8,8
80,add,7,2,2,1,9,9
80,add,7,3,3,1,10,10
80,add,7,4,4,1,11,11
80,add,7,5,5,1,12,12
80,add,7,6,6,1,13,13
80,add,7,7,7,1,14,14
80,add,7,8,8,1,15,15
80,add,7,9,9,1,16,16
80,add,8,1,1,1,9,9
80,add,8,2,2,1,10,10
80,add,8,3,3,1,11,11
80,add,8,4,4,1,12,12
80,add,8,5,5,1,13,13
80,add,8,6,6,1,14,14
80,add,8,7,7,1,15,15
80,add,8,8,8,1,16,16
80,add,8,9,9,1,17,17
80,add,9,1,1,1,10,10
80,add,9,2,2,1,11,11
80,add,9,3,3,1,12,12
80,add,9,4,4,1,13,13
80,add,9,5,5,1,14,14
80,add,9,6,6,1,15,15
80,add,9,7,7,1,16,16
80,add,9,8,8,1,17,17
80,add,9,9,9,1,18,18
80,subtract,1,1,1,1,0,0
80,subtract,1,2,2,1,0,0
80,subtract,1,3,3,1,0,0
80,subtract,1,4,4,1,0,0
80,subtract,1,5,5,1,0,0
80,subtract,1,6,6,1,0,0
80,subtract,1,7,7,1,0,0
80,subtract,1,8,8,1,0,0
80,subtract,1,9,9,1,0,0
80,subtract,2,1,1,1,1,1
80,subtract,2,2,2,1,0,0
80,subtract,2,3,3,1,0,0
80,subtract,2,4,4,1,0,0
80,subtract,2,5,5,1,0,0
80,subtract,2,6,6,1,0,0
80,subtract,2,7,7,1,0,0
80,subtract,2,8,8,1,0,0
80,subtract,2,9,9,1,0,0
80,subtract,3,1,1,1,2,2
80,subtract,3,2,2,1,1,1
80,subtract,3,3,3,1,0,0
80,subtract,3,4,4,1,0,0
80,subtract,3,5,5,1,0,0
80,subtract,3,6,6,1,0,0
80,subtract,3,7,7,1,0,0
80,subtract,3,8,8,1,0,0
80,subtract,3,9,9,1,0,0
80,subtract,4,1,1,1,3,3
80,subtract,4,2,2,1,2,2
80,subtract,4,3,3,1,1,1
80,subtract,4,4,4,1,0,0
80,subtract,4,5,5,1,0,0
80,subtract,4,6,6,1,0,0
80,subtract,4,7,7,1,0,0
80,subtract,4,8,8,1,0,0
80,subtract,4,9,9,1,0,0
80,subtract,5,1,1,1,4,4
80,subtract,5,2,2,1,3,3
80,subtract,5,3,3,1,2,2
80,subtract,5,4,4,1,1,1
80,subtract,5,5,5,1,0,0
80,subtract,5,6,6,1,0,0
80,subtract,5,7,7,1,0,0
80,subtract,5,8,8,1,0,0
80,subtract,5,9,9,1,0,0
80,subtract,6,1,1,1,5,5
80,subtract,6,2,2,1,4,4
80,subtract,6,3,3,1,3,3
80,subtract,6,4,4,1,2,2
80,subtract,6,5,5,1,1,1
80,subtract,6,6,6,1,0,0
80,subtract,6,7,7,1,0,0
80,subtract,6,8,8,1,0,0
80,subtract,6,9,9,1,0,0
80,subtract,7,1,1,1,6,6
80,subtract,7,2,2,1,5,5
80,subtract,7,3,3,1,4,4
80,subtract,7,4,4,1,3,3
80,subtract,7,5,5,1,2,2
80,subtract,7,6,6,1,1,1
80,subtract,7,7,7,1,0,0
80,subtract,7,8,8,1,0,0
80,subtract,7,9,9,1,0,0
80,subtract,8,1,1,1,7,7
80,subtract,8,2,2,1,6,6
80,subtract,8,3,3,1,5,5
80,subtract,8,4,4,1,4,4
80,subtract,8,5,5,1,3,3
80,subtract,8,6,6,1,2,2
80,subtract,8,7,7,1,1,1
80,subtract,8,8,8,1,0,0
80,subtract,8,9,9,1,0,0
80,subtract,9,1,1,1,8,8
80,subtract,9,2,2,1,7,7
80,subtract,9,3,3,1,6,6
80,subtract,9,4,4,1,5,5
80,subtract,9,5,5,1,4,4
80,subtract,9,6,6,1,3,3
80,subtract,9,7,7,1,2,2
80,subtract,9,8,8,1,1,1
80,subtract,9,9,9,1,0,0
80,multiply,1,1,1,1,1,1
80,multiply,1,2,2,1,2,2
80,multiply,1,3,3,1,3,3
80,multiply,1,4,4,1,4,4
80,multiply,1,5,5,1,5,5
80,multiply,1,6,6,1,6,6
80,multiply,1,7,7,1,7,7
80,multiply,1,8,8,1,8,8
80,multiply,1,9,9,1,9,9
80,multiply,2,1,2,1,2,2
80,multiply,2,2,4,1,4,4
80,multiply,2,3,6,1,6,6
80,multiply,2,4,8,1,8,8
80,multiply,2,5,10,1,10,10
80,multiply,2,6,12,1,12,12
80,multiply,2,7,14,1,14,14
80,multiply,2,8,16,1,16,16
80,multiply,2,9,18,1,18,18
80,multiply,3,1,3,1,3,3
80,multiply,3,2,6,1,6,6
80,multiply,3,3,9,1,9,9
80,multiply,3,4,12,1,12,12
80,multiply,3,5,15,1,15,15
80,multiply,3,6,18,1,18,18
80,multiply,3,7,21,1,21,21
80,multiply,3,8,24,1,24,24
80,multiply,3,9,27,1,27,27
80,multiply,4,1,4,1,4,4
80,multiply,4,2,8,1,8,8
80,multiply,4,3,12,1,12,12
80,multiply,4,4,16,1,16,16
80,multiply,4,5,20,1,20,20
80,multiply,4,6,24,1,24,24
80,multiply,4,7,28,1,28,28
80,multiply,4,8,32,1,32,32
80,multiply,4,9,36,1,36,36
80,multiply,5,1,5,1,5,5
80,multiply,5,2,10,1,10,10
80,multiply,5,3,15,1,15,15
80,multiply,5,4,20,1,20,20
80,multiply,5,5,25,1,25,25
80,multiply,5,6,30,1,30,30
80,multiply,5,7,35,1,35,35
80,multiply,5,8,40,1,40,40
80,multiply,5,9,45,1,45,45
80,multiply,6,1,6,1,6,6
80,multiply,6,2,12,1,12,12
80,multiply,6,3,18,1,18,18
80,multiply,6,4,24,1,24,24
80,multiply,6,5,30,1,30,30
80,multiply,6,6,36,1,36,36
80,multiply,6,7,42,1,42,42
80,multiply,6,8,48,1,48,48
80,multiply,6,9,54,1,54,54
80,multiply,7,1,7,1,7,7
80,multiply,7,2,14,1,14,14
80,multiply,7,3,21,1,21,21
80,multiply,7,4,28,1,28,28
80,multiply,7,5,35,1,35,35
80,multiply,7,6,42,1,42,42
80,multiply,7,7,49,1,49,49
80,multiply,7,8,56,1,56,56
80,multiply,7,9,63,1,63,63
80,multiply,8,1,8,1,8,8
80,multiply,8,2,16,1,16,16
80,multiply,8,3,24,1,24,24
80,multiply,8,4,32,1,32,32
80,multiply,8,5,40,1,40,40
80,multiply,8,6,48,1,48,48
80,multiply,8,7,56,1,56,56
80,multiply,8,8,64,1,64,64
80,multiply,8,9,72,1,72,72
80,multiply,9,1,9,1,9,9
80,multiply,9,2,18,1,18,18
80,multiply,9,3,27,1,27,27
80,multiply,9,4,36,1,36,36
80,multiply,9,5,45,1,45,45
80,multiply,9,6,54,1,54,54
80,multiply,9,7,63,1,63,63
80,multiply,9,8,72,1,72,72
80,multiply,9,9,81,1,81,81
80,divide,1,1,1,1,1,1
80,divide,1,2,0,1,0,0
80,divide,1,3,0,1,0,0
80,divide,1,4,0,1,0,0
80,divide,1,5,0,1,0,0
80,divide,1,6,0,1,0,0
80,divide,1,7,0,1,0,0
80,divide,1,8,0,1,0,0
80,divide,1,9,0,1,0,0
80,divide,2,1,2,1,2,2
80,divide,2,2,2,1,1,1
80,divide,2,3,0,1,0,0
80,divide,2,4,0,1,0,0
80,divide,2,5,0,1,0,0
80,divide,2,6,0,1,0,0
80,divide,2,7,0,1,0,0
80,divide,2,8,0,1,0,0
80,divide,2,9,0,1,0,0
80,divide,3,1,3,1,3,3
80,divide,3,2,2,1,1,1
80,divide,3,3,3,1,1,1
80,divide,3,4,0,1,0,0
80,divide,3,5,0,1,0,0
80,divide,3,6,0,1,0,0
80,divide,3,7,0,1,0,0
80,divide,3,8,0,1,0,0
80,divide,3,9,0,1,0,0
80,divide,4,1,4,1,4,4
80,divide,4,2,4,1,2,2
80,divide,4,3,3,1,1,1
80,divide,4,4,4,1,1,1
80,divide,4,5,0,1,0,0
80,divide,4,6,0,1,0,0
80,divide,4,7,0,1,0,0
80,divide,4,8,0,1,0,0
80,divide,4,9,0,1,0,0
80,divide,5,1,5,1,5,5
80,divide,5,2,4,1,2,2
80,divide,5,3,3,1,1,1
80,divide,5,4,4,1,1,1
80,divide,5,5,5,1,1,1
80,divide,5,6,0,1,0,0
80,divide,5,7,0,1,0,0
80,divide,5,8,0,1,0,0
80,divide,5,9,0,1,0,0
80,divide,6,1,6,1,6,6
80,divide,6,2,6,1,3,3
80,divide,6,3,6,1,2,2
80,divide,6,4,4,1,1,1
80,divide,6,5,5,1,1,1
80,divide,6,6,6,1,1,1
80,divide,6,7,0,1,0,0
80,divide,6,8,0,1,0,0
80,divide,6,9,0,1,0,0
80,divide,7,1,7,1,7,7
80,divide,7,2,6,1,3,3
80,divide,7,3,6,1,2,2
80,divide,7,4,4,1,1,1
80,divide,7,5,5,1,1,1
80,divide,7,6,6,1,1,1
80,divide,7,7,7,1,1,1
80,divide,7,8,0,1,0,0
80,divide,7,9,0,1,0,0
80,divide,8,1,8,1,8,8
80,divide,8,2,8,1,4,4
80,divide,8,3,6,1,2,2
80,divide,8,4,8,1,2,2
80,divide,8,5,5,1,1,1
80,divide,8,6,6,1,1,1
80,divide,8,7,7,1,1,1
80,divide,8,8,8,1,1,1
80,divide,8,9,0,1,0,0
80,divide,9,1,9,1,9,9
80,divide,9,2,8,1,4,4
80,divide,9,3,9,1,3,3
80,divide,9,4,8,1,2,2
80,divide,9,5,5,1,1,1
80,divide,9,6,6,1,1,1
80,divide,9,7,7,1,1,1
80,divide,9,8,8,1,1,1
80,divide,9,9,9,1,1,1
88,add,1,1,1,1,2,2
88,add,1,2,2,1,3,3
88,add,1,3,3,1,4,4
88,add,1,4,4,1,5,5
88,add,1,5,5,1,6,6
88,add,1,6,6,1,7,7
88,add,1,7,7,1,8,8
88,add,1,8,8,1,9,9
88,add,1,9,9,1,10,10
88,add,2,1,1,1,3,3
88,add,2,2,2,1,4,4
88,add,2,3,3,1,5,5
88,add,2,4,4,1,6,6
88,add,2,5,5,1,7,7
88,add,2,6,6,1,8,8
88,add,2,7,7,1,9,9
88,add,2,8,8,1,10,10
88,add,2,9,9,1,11,11
88,add,3,1,1,1,4,4
88,add,3,2,2,1,5,5
88,add,3,3,3,1,6,6
88,add,3,4,4,1,7,7
88,add,3,5,5,1,8,8
88,add,3,6,6,1,9,9
88,add,3,7,7,1,10,10
88,add,3,8,8,1,11,11
88,add,3,9,9,1,12,12
88,add,4,1,1,1,5,5
88,add,4,2,2,1,6,6
88,add,4,3,3,1,7,7
88,add,4,4,4,1,8,8
88,add,4,5,5,1,9,9
88,add,4,6,6,1,10,10
88,add,4,7,7,1,11,11
88,add,4,8,8,1,12,12
88,add,4,9,9,1,13,13
88,add,5,1,1,1,6,6
88,add,5,2,2,1,7,7
88,add,5,3,3,1,8,8
88,add,5,4,4,1,9,9
88,add,5,5,5,1,10,10
88,add,5,6,6,1,11,11
88,add,5,7,7,1,12,12
88,add,5,8,8,1,13,13
88,add,5,9,9,1,14,14
88,add,6,1,1,1,7,7
88,add,6,2,2,1,8,8
88,add,6,3,3,1,9,9
88,add,6,4,4,1,10,10
88,add,6,5,5,1,11,11
88,add,6,6,6,1,12,12
88,add,6,7,7,1,13,13
88,add,6,8,8,1,14,14
88,add,6,9,9,1,15,15
88,add,7,1,1,1,8,8
88,add,7,2,2,1,9,9
88,add,7,3,3,1,10,10
88,add,7,4,4,1,11,11
88,add,7,5,5,1,12,12
88,add,7,6,6,1,13,13
88,add,7,7,7,1,14,14
88,add,7,8,8,1,15,15
88,add,7,9,9,1,16,16
88,add,8,1,1,1,9,9
88,add,8,2,2,1,10,10
88,add,8,3,3,1,11,11
88,add,8,4,4,1,12,12
88,add,8,5,5,1,13,13
88,add,8,6,6,1,14,14
88,add,8,7,7,1,15,15
88,add,8,8,8,1,16,16
88,add,8,9,9,1,17,17
88,add,9,1,1,1,10,10
88,add,9,2,2,1,11,11
88,add,9,3,3,1,12,12
88,add,9,4,4,1,13,13
88,add,9,5,5,1,14,14
88,add,9,6,6,1,15,15
88,add,9,7,7,1,16,16
88,add,9,8,8,1,17,17
88,add,9,9,9,1,18,18
88,subtract,1,1,1,1,0,0
88,subtract,1,2,2,1,0,0
88,subtract,1,3,3,1,0,0
88,subtract,1,4,4,1,0,0
88,subtract,1,5,5,1,0,0
88,subtract,1,6,6,1,0,0
88,subtract,1,7,7,1,0,0
88,subtract,1,8,8,1,0,0
88,subtract,1,9,9,1,0,0
88,subtract,2,1,1,1,1,1
88,subtract,2,2,2,1,0,0
88,subtract,2,3,3,1,0,0
88,subtract,2,4,4,1,0,0
88,subtract,2,5,5,1,0,0
88,subtract,2,6,6,1,0,0
88,subtract,2,7,7,1,0,0
88,subtract,2,8,8,1,0,0
88,subtract,2,9,9,1,0,0
88,subtract,3,1,1,1,2,2
88,subtract,3,2,2,1,1,1
88,subtract,3,3,3,1,0,0
88,subtract,3,4,4,1,0,0
88,subtract,3,5,5,1,0,0
88,subtract,3,6,6,1,0,0
88,subtract,3,7,7,1,0,0
88,subtract,3,8,8,1,0,0
88,subtract,3,9,9,1,0,0
88,subtract,4,1,1,1,3,3
88,subtract,4,2,2,1,2,2
88,subtract,4,3,3,1,1,1
88,subtract,4,4,4,1,0,0
88,subtract,4,5,5,1,0,0
88,subtract,4,6,6,1,0,0
88,subtract,4,7,7,1,0,0
88,subtract,4,8,8,1,0,0
88,subtract,4,9,9,1,0,0
88,subtract,5,1,1,1,4,4
88,subtract,5,2,2,1,3,3
88,subtract,5,3,3,1,2,2
88,subtract,5,4,4,1,1,1
88,subtract,5,5,5,1,0,0
88,subtract,5,6,6,1,0,0
88,subtract,5,7,7,1,0,0
88,subtract,5,8,8,1,0,0
88,subtract,5,9,9,1,0,0
88,subtract,6,1,1,1,5,5
88,subtract,6,2,2,1,4,4
88,subtract,6,3,3,1,3,3
88,subtract,6,4,4,1,2,2
88,subtract,6,5,5,1,1,1
88,subtract,6,6,6,1,0,0
88,subtract,6,7,7,1,0,0
88,subtract,6,8,8,1,0,0
88,subtract,6,9,9,1,0,0
88,subtract,7,1,1,1,6,6
88,subtract,7,2,2,1,5,5
88,subtract,7,3,3,1,4,4
88,subtract,7,4,4,1,3,3
88,subtract,7,5,5,1,2,2
88,subtract,7,6,6,1,1,1
88,subtract,7,7,7,1,0,0
88,subtract,7,8,8,1,0,0
88,subtract,7,9,9,1,0,0
88,subtract,8,1,1,1,7,7
88,subtract,8,2,2,1,6,6
88,subtract,8,3,3,1,5,5
88,subtract,8,4,4,1,4,4
88,subtract,8,5,5,1,3,3
88,subtract,8,6,6,1,2,2
88,subtract,8,7,7,1,1,1
88,subtract,8,8,8,1,0,0
88,subtract,8,9,9,1,0,0
88,subtract,9,1,1,1,8,8
88,subtract,9,2,2,1,7,7
88,subtract,9,3,3,1,6,6
88,subtract,9,4,4,1,5,5
88,subtract,9,5,5,1,4,4
88,subtract,9,6,6,1,3,3
88,subtract,9,7,7,1,2,2
88,subtract,9,8,8,1,1,1
88,subtract,9,9,9,1,0,0
88,multiply,1,1,1,1,1,1
88,multiply,1,2,2,1,2,2
88,multiply,1,3,3,1,3,3
88,multiply,1,4,4,1,4,4
88,multiply,1,5,5,1,5,5
88,multiply,1,6,6,1,6,6
88,multiply,1,7,7,1,7,7
88,multiply,1,8,8,1,8,8
88,multiply,1,9,9,1,9,9
88,multiply,2,1,2,1,2,2
88,multiply,2,2,4,1,4,4
88,multiply,2,3,6,1,6,6
88,multiply,2,4,8,1,8,8
88,multiply,2,5,10,1,10,10
88,multiply,2,6,12,1,12,12
88,multiply,2,7,14,1,14,14
88,multiply,2,8,16,1,16,16
88,multiply,2,9,18,1,18,18
88,multiply,3,1,3,1,3,3
88,multiply,3,2,6,1,6,6
88,multiply,3,3,9,1,9,9
88,multiply,3,4,12,1,12,12
88,multiply,3,5,15,1,15,15
88,multiply,3,6,18,1,18,18
88,multiply,3,7,21,1,21,21
88,multiply,3,8,24,1,24,24
88,multiply,3,9,27,1,27,27
88,multiply,4,1,4,1,4,4
88,multiply,4,2,8,1,8,8
88,multiply,4,3,12,1,12,12
88,multiply,4,4,16,1,16,16
88,multiply,4,5,20,1,20,20
88,multiply,4,6,24,1,24,24
88,multiply,4,7,28,1,28,28
88,multiply,4,8,32,1,32,32
88,multiply,4,9,36,1,36,36
88,multiply,5,1,5,1,5,5
88,multiply,5,2,10,1,10,10
88,multiply,5,3,15,1,15,15
88,multiply,5,4,20,1,20,20
88,multiply,5,5,25,1,25,25
88,multiply,5,6,30,1,30,30
88,multiply,5,7,35,1,35,35
88,multiply,5,8,40,1,40,40
88,multiply,5,9,45,1,45,45
88,multiply,6,1,6,1,6,6
88,multiply,6,2,12,1,12,12
88,multiply,6,3,18,1,18,18
88,multiply,6,4,24,1,24,24
88,multiply,6,5,30,1,30,30
88,multiply,6,6,36,1,36,36
88,multiply,6,7,42,1,42,42
88,multiply,6,8,48,1,48,48
88,multiply,6,9,54,1,54,54
88,multiply,7,1,7,1,7,7
88,multiply,7,2,14,1,14,14
88,multiply,7,3,21,1,21,21
88,multiply,7,4,28,1,28,28
88,multiply,7,5,35,1,35,35
88,multiply,7,6,42,1,42,42
88,multiply,7,7,49,1,49,49
88,multiply,7,8,56,1,56,56
88,multiply,7,9,63,1,63,63
88,multiply,8,1,8,1,8,8
88,multiply,8,2,16,1,16,16
88,multiply,8,3,24,1,24,24
88,multiply,8,4,32,1,32,32
88,multiply,8,5,40,1,40,40
88,multiply,8,6,48,1,48,48
88,multiply,8,7,56,1,56,56
88,multiply,8,8,64,1,64,64
88,multiply,8,9,72,1,72,72
88,multiply,9,1,9,1,9,9
88,multiply,9,2,18,1,18,18
88,multiply,9,3,27,1,27,27
